# x,f(x)
2.1472,-0.4455
2.7594,-2.7597
1.8315,0.8284
6.9886,-3.0619
8.2801,1.1666
1.5017,2.0980
0.7573,2.8715
2.1020,-0.3729
3.5916,-1.9170
8.2482,1.1704
7.3162,-2.6473
8.2572,1.1239
0.7017,2.6434
0.1726,0.7868
2.0981,-0.6161
5.3657,2.5011
1.7140,1.5177
8.2563,1.2251
1.3350,2.7779
6.6158,-2.3103
8.3816,1.6300
5.9580,0.1022
5.9591,0.2766
7.8682,-0.5970
7.7810,-1.0730
8.0402,0.0951
9.5807,1.8618
1.4338,2.3537
2.7682,-2.9771
1.7143,1.2511
1.6899,1.5219
8.7005,2.3869
8.2253,1.1020
2.6089,-2.3008
2.3244,-1.5026
2.6962,-2.7223
6.9280,-3.1419
7.1229,-3.0301
0.1752,0.5376
2.8617,-2.8970
8.4047,1.8830
9.4873,2.0834
7.8374,-0.7422
8.0058,-0.0227
7.5625,-1.7819
7.6892,-1.3585
9.3405,2.3879
7.2689,-2.8086
7.6890,-1.5280
8.6871,2.6388
2.7569,-2.9300
9.2698,2.6661
1.8891,0.5645
6.4105,-1.6898
6.7095,-2.6415
2.0506,-0.2958
8.6800,2.5836
6.9136,-2.8490
0.3772,1.5521
0.7581,2.7867
9.7122,1.2048
5.6828,1.3104
6.1899,-0.6310
2.3102,-1.4135
6.8946,-2.9289
0.3758,1.8314
3.5609,-1.8307
9.9006,0.6573
7.1926,-2.7342
7.4691,-2.2032
7.5990,-1.7909
8.0089,0.0047
5.5328,2.1624
7.7800,-1.0393
0.2128,1.1952
5.3830,2.4452
7.3237,-2.5941
6.2176,-1.0435
7.5820,-1.7713
2.2167,-0.8291
6.3455,-1.5050
2.7538,-2.8125
7.8164,-0.7051
0.6708,2.4765
6.5779,-2.1728
8.4828,2.2343
4.5005,2.1403
7.7171,-1.2175
6.5340,-2.1408
7.7366,-1.0745
8.0076,0.0023
5.4876,2.0412
5.2526,2.6859
5.7764,1.0032
2.8836,-2.9979
4.4751,2.1686
3.6618,-1.4286
4.3762,1.7288
6.3226,-1.4608
9.9892,0.0468
6.4271,-1.6326
5.6053,1.6562
7.2113,-2.7915
2.3666,-1.6263
8.7535,2.8268
2.8555,-3.0660
5.1398,2.9975
5.8192,0.9578
9.9198,0.3861
1.1726,2.8555
4.7300,2.5733
5.5048,2.1064
4.1230,0.7399
5.2972,2.6488
5.7623,1.0716
5.0324,2.9137
7.0310,-3.0216
4.1673,0.7831
5.7367,1.3910
2.0525,-0.3388
5.5438,1.9595
1.0685,3.0207
8.3064,1.4626
5.0497,2.8320
4.5824,2.2552
8.5163,2.1354
3.9817,-0.0302
4.0506,0.3068
5.8589,0.7981
3.7758,-0.9157
3.7545,-1.1676
0.7586,2.8065
1.5025,2.2303
4.2558,1.2851
1.7705,0.9422
2.0848,-0.3437
7.8027,-0.7678
5.5603,1.9271
6.8591,-2.9484
9.7966,0.9900
9.5628,1.7600
4.7006,2.6926
6.0967,-0.4938
1.8000,0.8429
8.0243,-0.0411
7.1733,-2.9931
7.7321,-1.2738
6.5832,-2.4029
8.2276,1.0200
0.6288,2.3995
5.9029,0.3345
4.6512,2.4933
6.0135,-0.0084
8.4916,2.0683
9.1102,3.0987
8.5580,2.2398
7.4998,-2.0855
2.0234,-0.0388
0.4116,1.8993
6.7070,-2.7840
7.6842,-1.4629
3.1006,-2.8895
1.2712,2.4812
6.2784,-1.2624
4.5876,2.5253
4.0143,0.0194
7.8570,-0.6885
0.3787,1.6935
1.5650,2.1163
6.3966,-1.8146
3.1454,-2.9560
2.0731,-0.4152
1.4772,2.3000
4.4583,1.9060
7.4280,-2.2405
7.3103,-2.6809
7.3059,-2.6214
7.1095,-2.9928
6.2419,-0.9866
8.8527,2.9290
8.5251,2.1055
2.3888,-1.6949
3.4398,-2.3110
4.1853,0.7654
2.3328,-1.4366
7.5637,-2.0472
0.1872,0.7276
7.4866,-1.9956
7.5451,-1.9671
3.0054,-3.0821
2.1279,-0.5108
0.2906,1.3299
4.6189,2.4069
0.5001,2.1652
0.4677,2.0994
5.1440,2.8582
4.9949,3.0403
3.5045,-2.0912
7.9757,-0.0329
5.0669,3.0070
4.5945,2.5034
3.0074,-2.9077
0.3828,1.7196
6.5990,-2.4097
0.5714,2.3018
7.4724,-2.2749
2.9936,-2.6942
1.3731,2.3639
3.6964,-1.3459
9.9775,0.0779
3.5708,-1.8799
7.5396,-2.0009
3.4122,-2.4048
3.6830,-1.4943
2.9491,-2.9483
4.5641,2.4352
8.1439,0.9013
6.2730,-1.2331
2.4265,-1.7551
1.8806,0.6910
7.2947,-2.9219
4.1763,1.0433
4.5095,2.2460
9.0578,3.0694
1.1961,2.9530
0.4820,2.0316
5.7169,1.3243
3.2974,-2.7193
8.9631,3.0075
4.3004,1.3051
6.2873,-1.4297
9.3319,2.6368
7.2895,-2.7222
6.0915,-0.3876
6.7919,-2.7685
7.2814,-2.5964
5.5936,1.8760
5.9173,0.4696
1.8594,0.4306
9.7590,1.0309
4.2314,1.0738
3.5354,-2.1433
4.1293,0.6404
8.5835,2.2757
2.6735,-2.6974
3.1411,-2.8950
7.3939,-2.4191
6.2511,-1.0321
5.5187,2.1877
7.5011,-2.1301
2.2730,-1.1375
1.0734,3.1832
9.6499,1.4108
9.5399,2.0310
7.8776,-0.4923
3.3856,-2.4754
0.1131,0.4096
4.5876,2.4970
4.5448,2.1975
4.0656,0.2252
7.9273,-0.3713
5.0908,3.1995
7.0441,-2.8751
2.3667,-1.5830
0.1604,0.9003
5.1931,2.7143
0.8927,3.0364
3.7723,-1.1296
1.4747,2.2239
6.4650,-2.0660
6.8193,-2.6902
4.7677,2.7744
0.4296,1.9184
5.7885,0.9780
8.9491,3.0684
8.4221,1.9984
9.1369,2.9362
6.4751,-2.0178
1.9518,0.2273
8.8024,2.8285
4.3006,1.2810
8.4808,2.0536
6.9794,-2.8933
9.2391,2.7762
7.5844,-1.8485
7.7929,-0.8477
8.2331,1.1533
3.0896,-2.8480
2.9723,-3.0325
6.2160,-0.7961
1.5775,1.8469
8.5152,2.1722
3.6276,-1.4367
5.7606,1.3174
6.8413,-2.7910
0.6231,2.4863
4.0724,0.4116
7.3150,-2.6832
3.6580,-1.1276
8.2070,0.9281
4.8368,2.9925
2.9338,-3.1627
1.3642,2.7075
5.1791,2.9474
4.6714,2.6038
2.5684,-2.2874
9.0769,3.0141
4.6351,2.5618
2.3905,-1.6300
2.0360,-0.3354
5.6795,1.4049
8.8016,2.8283
4.1318,0.6665
9.7198,1.2855
9.4490,2.2345
0.4715,1.9949
2.6541,-2.7348
1.2669,2.7932
8.8506,2.8052
0.5395,2.2124
8.5181,2.3363
1.8468,0.6966
1.9893,0.1017
5.2628,2.8304
9.3426,2.5264
8.2096,1.0107
0.8077,2.7077
5.7129,1.3835
5.5335,2.0962
4.0096,-0.0481
2.0349,-0.0401
6.2860,-1.3548
2.7199,-2.8087
6.9672,-2.7827
7.9609,-0.2924
7.7957,-0.7191
3.4794,-1.9961
9.2728,2.8354
2.5988,-2.6611
1.6719,1.4863
3.6448,-1.5430
7.1882,-2.7223
0.7059,2.6409
4.1515,0.7480
6.5381,-2.1594
0.8083,2.7618
2.2953,-1.3759
7.8383,-0.6985
5.0596,2.9861
2.6890,-2.4553
5.9498,0.2805
8.8060,3.0025
2.6398,-2.3740
6.5089,-1.9551
2.0419,-0.1964
9.6118,1.8218
3.7689,-1.1551
2.7220,-2.5874
1.0612,2.9681
0.2126,0.9706
2.1543,-0.7561
8.0417,0.0371
5.3183,2.7431
8.0250,-0.0255
2.9058,-2.9903
0.3095,1.2910
7.1166,-2.8182
6.0150,-0.0792
4.4367,1.8558
9.5477,1.9728
7.1696,-2.9489
6.4192,-1.7391
7.3110,-2.4404
8.0729,0.3717
2.6028,-2.2624
5.0182,3.0228
2.2290,-0.8926
9.9115,0.2578
4.3632,1.5896
3.4919,-2.1411
9.0082,3.0736
1.4828,2.2112
6.2663,-1.2007
4.6386,2.5979
0.2301,1.0787
0.3602,1.4836
1.4743,2.2691
4.6171,2.5232
4.3252,1.4997
8.7161,2.6708
8.0761,0.2846
3.8328,-0.8112
9.2662,2.6910
9.1111,2.8416
3.2717,-2.7913
5.8909,0.4254
1.0222,3.1231
5.9280,0.3274
3.0063,-3.0192
0.3961,1.7029
3.4111,-2.5434
4.1231,0.5279
6.1062,-0.5633
1.3651,2.5421
1.8784,0.5090
4.0160,-0.0897
6.1344,-0.6335
8.1575,0.9691
3.9406,-0.1383
6.4719,-2.0355
1.9264,0.4450
8.9049,2.8616
5.2606,2.7647
9.4786,2.0954
2.4250,-1.7704
8.9537,2.8591
4.2397,1.2287
9.0422,3.0450
0.9971,2.9377
4.6525,2.5143
2.6527,-2.4689
2.5400,-2.3052
6.9968,-3.0943
5.4132,2.2535
3.6423,-1.6286
2.2521,-1.2472
7.3749,-2.3606
5.9657,0.2094
0.9613,2.9322
4.0995,0.5462
8.1204,0.5142
3.4038,-2.4041
7.6977,-1.2956
1.8460,0.6747
9.8006,1.0943
8.5119,2.0405
4.4831,2.1931
2.3916,-1.7055
2.2929,-1.3894
4.6502,2.5512
2.6471,-2.5214
6.4688,-2.1181
7.3141,-2.5221
2.2117,-0.9907
1.5350,2.0310
1.4148,2.3859
6.6530,-2.5522
1.5451,1.9432
2.3492,-1.5587
5.3599,2.4632
3.6591,-1.5147
9.5639,1.8537
4.2963,1.4470
0.0514,0.0138
6.9801,-2.9861
6.1296,-0.6109
5.0610,2.9862
6.9106,-3.0984
5.3243,2.4155
7.0429,-3.1558
2.2776,-1.4053
5.1890,2.9437
8.6047,2.3675
2.0569,-0.4101
3.7076,-1.3223
6.3230,-1.4333
2.0371,-0.0991
5.8328,0.7957
2.0175,0.0628
5.0180,3.0932
2.0940,-0.4315
1.5514,1.7617
7.0544,-3.1072
7.5147,-2.1055
8.1741,0.8127
5.5299,2.1903
4.9702,2.8928
4.6869,2.7260
7.5082,-2.0673
1.0408,3.0057
3.4084,-2.5005
9.3157,2.5658
6.2597,-1.3263
6.5832,-2.4671
1.2940,2.6880
1.6035,1.7678
6.7036,-2.7770
0.0229,0.0995
4.8069,2.9188
4.6321,2.5315
7.9336,-0.2416
7.5969,-1.8572
1.5371,1.9445
0.6696,2.6582
2.4898,-2.0771
3.5443,-2.1072
7.4850,-2.1279
6.3602,-1.5586
3.1437,-2.8604
6.2383,-1.0704
3.7573,-0.9782
4.8753,3.0678
1.7368,1.1351
4.3433,1.6592
0.7109,2.6979
5.0460,2.9157
8.3692,1.6333
1.0805,3.0204
8.3955,1.8435
8.7870,2.8330
7.3171,-2.6659
9.6123,1.7452
4.9450,2.9039
9.1134,2.8902
3.8921,-0.5568
4.9656,2.9197
3.7284,-1.3140
2.9460,-3.0184
9.0787,3.2277
2.0564,-0.0812
1.7936,0.9082
2.8707,-2.8701
1.8833,0.5206
6.8585,-2.9035
4.6701,2.6708
6.3397,-1.4760
8.3704,1.7645
1.5436,1.9422
8.2491,1.1163
6.9572,-3.0018
3.0411,-3.0854
7.4286,-2.2275
7.0424,-2.8709
5.9630,0.1565
6.8777,-3.1023
5.9126,0.5371
3.4338,-2.1964
4.8589,2.8725
4.4628,1.9913
8.1865,0.8141
7.6563,-1.6253
6.4633,-1.8991
8.8847,3.0171
9.9652,0.2127
3.0273,-2.9960
2.8721,-2.8831
3.5386,-1.9812
4.3797,1.5832
9.3372,2.5486
2.0476,-0.2924
0.7689,2.8401
9.1521,2.7959
0.9792,2.9218
3.0547,-2.9906
0.3679,1.6143
8.0075,0.0068
3.6763,-1.5728
5.1951,2.8970
0.3869,1.7091
7.1006,-2.8769
6.4668,-1.9504
2.7994,-2.7304
6.4980,-2.0440
8.3342,1.5121
4.4960,2.0064
0.1651,0.5745
1.2136,2.7598
1.7721,1.0018
2.3351,-1.4406
6.8939,-2.8559
5.4886,2.1924
5.1433,2.7590
9.0696,2.7800
3.1417,-3.0688
3.0895,-2.8675
8.8690,2.7807
9.9166,0.2678
7.4022,-2.3413
7.5756,-1.8498
0.0106,0.0707
8.8921,2.9389
8.4545,1.8920
8.3591,1.8026
8.2232,1.1433
5.2607,2.7381
5.6280,1.5975
3.9534,-0.2105
6.7496,-2.8364
0.5542,2.2425
6.5750,-2.3069
2.0976,-0.4144
0.9887,3.0374
7.7809,-1.1777
0.2720,1.3109
5.5854,1.7967
9.0162,2.8291
4.9704,2.9166
6.5551,-2.3057
5.0057,3.0597
2.8160,-2.8854
0.6141,2.4368
6.6431,-2.4843
8.3411,1.6289
6.7613,-2.8034
4.6449,2.6786
6.3348,-1.4166
4.9132,2.9078
7.2413,-2.7836
9.6034,1.6796
4.2774,1.3026
4.1280,0.8387
2.1293,-0.6230
6.5753,-2.5591
6.7583,-2.8508
5.8887,0.4693
5.6315,1.7275
4.1662,0.8867
0.9495,2.8037
5.4800,2.2659
2.3474,-1.7386
9.7634,1.0237
0.9431,3.0843
6.1429,-0.4887
1.9257,0.3606
8.8691,2.8718
2.9904,-2.9824
8.9751,3.0637
5.5725,1.9680
8.1653,0.7779
2.6326,-2.3481
0.9145,2.9082
6.1441,-0.6355
2.5604,-2.3985
4.6911,2.5784
1.3026,2.6957
7.7067,-1.4207
3.1707,-2.9091
4.1253,0.5751
6.8467,-2.9573
9.0360,3.0333
3.5144,-2.0370
5.7665,0.9939
6.9191,-2.9368
3.5019,-2.0680
0.5288,2.0748
3.2124,-2.9638
5.8232,0.9093
6.3191,-1.3442
9.3744,2.4858
9.6443,1.7857
0.8246,2.9358
0.9037,3.0091
7.3876,-2.2724
6.9340,-2.8642
9.4886,2.3264
3.2968,-2.7397
4.7887,2.8227
2.8946,-2.9319
9.7254,1.1870
4.0229,0.1927
5.3988,2.4477
5.7007,1.5268
3.2413,-2.7942
9.9097,0.5701
2.7808,-2.7643
0.0212,0.1483
7.0901,-2.9819
7.0776,-2.9157
1.3117,2.7462
2.0409,-0.1664
1.4548,2.3000
7.8221,-0.9408
3.6248,-1.6310
4.6589,2.5407
5.3771,2.6120
9.9261,0.4503
6.6771,-2.7149
7.5790,-1.8774
5.2413,2.7134
2.6027,-2.3607
9.6246,1.6542
7.5623,-1.9289
9.6120,1.7138
7.7031,-1.3918
3.4901,-2.1549
9.9081,0.4891
7.1866,-2.7801
5.5012,2.2377
9.1229,2.8070
6.9564,-3.1065
8.5263,2.3306
8.7137,2.8398
2.5498,-2.1885
5.0755,2.9717
5.3234,2.6713
0.6501,2.6986
4.3033,1.2924
2.1662,-0.6937
8.2463,1.2713
4.2476,1.2727
2.0529,-0.2560
5.2015,2.7894
6.9915,-3.0654
8.5305,2.4285
7.3498,-2.4191
3.4024,-2.5268
2.6299,-2.7530
1.5267,2.0351
7.8999,-0.5649
8.9561,2.9899
9.2013,3.0084
6.3180,-1.4813
4.5457,2.0813
1.3925,2.6857
8.2467,1.4903
2.3650,-1.6048
9.8214,0.8078
4.1108,0.4322
9.7302,0.9949
9.7080,1.4619
7.7239,-1.4287
0.7127,2.6736
8.7831,2.8815
5.4210,2.4239
7.9105,-0.4013
8.8695,2.9518
8.1872,1.0406
9.8571,0.5471
3.4010,-2.3948
2.5256,-2.2366
8.5186,1.9677
4.6746,2.7300
3.5187,-2.0758
6.9657,-2.8889
2.3111,-1.5280
4.8892,3.0734
4.0074,0.1084
3.2972,-2.8195
5.2766,2.7799
7.2170,-2.7714
3.8584,-0.6343
6.8903,-2.9653
3.6246,-1.6044
4.9802,2.8839
9.9903,-0.0260
4.8169,2.9126
4.3645,1.5562
5.5802,1.7330
5.9900,0.0132
0.1879,0.8897
8.0784,0.2823
4.5774,2.3895
4.8732,2.8081
5.2778,2.7990
6.4554,-1.9811
5.7167,1.3260
4.6311,2.4540
7.6607,-1.4572
2.4849,-2.0491
1.0820,3.0809
3.2262,-2.9040
0.2895,1.4691
5.5511,2.1191
8.4172,1.8734
2.7596,-2.7607
6.5263,-2.1965
7.5794,-1.7535
6.6644,-2.5752
6.2494,-1.2221
3.4317,-2.4495
4.5409,2.1913
4.2475,1.2156
9.1802,3.0584
1.8288,0.7133
1.8205,0.7370
8.2948,1.5130
2.5637,-2.3831
6.7438,-2.7847
3.2409,-2.8325
5.8002,0.9273
7.5189,-2.0240
5.1504,3.0614
7.3053,-2.6680
6.5151,-2.3007
1.5782,1.7403
6.1562,-0.7610
6.7837,-2.7464
0.6119,2.5325
4.2149,1.1040
3.7162,-1.2329
8.8844,3.0790
4.0108,0.0851
5.8257,0.7390
2.8706,-3.1082
1.4786,2.1219
3.4616,-1.9571
2.7119,-2.7180
0.4578,2.0019
0.1056,0.5223
4.3114,1.2993
3.9044,-0.4654
9.9195,0.4502
5.4400,2.2974
3.3217,-2.6362
8.5072,2.1160
6.3250,-1.4984
5.5685,1.8781
6.1487,-0.6834
9.8071,0.8796
6.9565,-3.0792
7.4220,-2.2703
0.1240,0.6305
1.3067,2.7884
5.0784,2.8618
3.0816,-2.8995
4.6931,2.4770
4.7165,2.7263
4.0637,0.3588
8.1914,0.8653
4.7787,2.7076
6.2771,-1.2439
2.1255,-0.7295
5.5003,2.1828
5.8525,0.7434
1.7523,1.0347
7.0566,-2.9536
8.4228,1.7816
6.0446,-0.2654
8.0569,0.2127
6.9797,-2.8592
0.5246,2.0631
6.2200,-0.9892
7.2139,-2.8396
4.9517,3.0521
0.6979,2.5666
4.6618,2.6396
1.5681,1.9735
8.8554,2.9548
8.1729,0.8878
6.4712,-2.2447
6.9837,-3.0787
1.3081,2.8020
8.3182,1.5253
2.6237,-2.3919
7.9181,-0.2969
8.6709,2.7715
5.8229,0.8139
7.0672,-2.9461
9.8158,0.8662
2.7047,-2.8262
2.9623,-3.0442
1.2213,2.8121
5.8664,0.5412
5.9878,0.1585
4.5376,2.2838
0.0580,0.2402
5.1426,2.7383
0.1102,0.2815
4.0801,0.1833
1.5706,1.8626
2.1162,-0.5765
6.2060,-0.8881
6.6705,-2.5413
6.1987,-0.7906
4.1049,0.3938
4.0160,0.0047
0.7259,2.6679
3.6062,-1.6945
5.2129,2.7181
9.0887,2.9844
4.1731,0.8225
9.7676,1.0119
1.1479,2.9033
6.3237,-1.4035
4.3806,1.7813
1.3017,2.4278
8.9448,3.0116
1.2926,2.5055
7.7257,-1.3236
6.3883,-1.6970
5.9587,0.2148
7.0795,-2.8715
4.4470,1.9505
2.8513,-2.8048
0.7100,2.7806
1.5081,2.0602
7.2492,-2.9067
7.6172,-1.7493
3.8461,-0.7001
6.4149,-1.6252
5.7711,1.0365
7.7801,-0.8913
0.8148,2.9333
3.6429,-1.3583
1.4142,2.4922
9.6379,1.4771
1.2179,2.8637
6.3235,-1.3404
1.3095,2.7332
2.3520,-1.7309
5.6915,1.4649
8.3897,1.6573
3.0531,-3.0088
8.7617,2.8702
0.3502,1.6617
7.7782,-0.9837
4.3381,1.2997
0.8456,2.8915
7.7516,-1.1282
7.2725,-2.8360
3.3672,-2.3594
3.5925,-1.7173
3.1618,-2.9885
1.3639,2.5179
7.7121,-1.2541
0.0036,-0.0756
3.3492,-2.4728
6.5852,-2.3534
3.7440,-1.4342
3.2655,-2.7850
3.3048,-2.6990
3.7111,-1.2652
4.8824,2.7648
5.8566,0.7698
8.9674,2.8001
4.8616,2.8771
4.0258,0.2004
0.7941,2.8941
6.4121,-1.7959
1.5350,2.0097
3.2883,-2.9182
0.2693,1.0627
0.4429,1.8736
1.9669,0.2002
0.8994,3.0093
9.2383,2.8175
8.2369,1.1682
6.8969,-2.8789
7.2666,-2.7553
9.6321,1.6768
7.8665,-0.5784
1.6406,1.6293
4.3942,1.6824
5.9353,0.3033
4.3366,1.4060
1.0175,2.9612
1.7210,1.3412
6.1176,-0.5584
2.4862,-2.1510
5.3134,2.6544
7.2626,-2.7176
6.0864,-0.5689
1.2888,2.6759
5.9710,0.1770
0.4457,1.8873
2.3795,-1.8029
3.5905,-1.7615
0.1520,0.7602
4.0340,0.2286
8.7816,2.6082
3.2187,-2.9886
1.3611,2.6126
1.2191,2.9419
9.0971,2.8073
8.7783,2.8518
9.2484,2.7366
8.2424,1.1714
6.1681,-0.7088
0.4325,2.0133
1.8253,0.6928
5.6446,1.5772
8.7588,2.7197
7.2711,-2.8277
6.6630,-2.5668
0.8444,2.9227
4.5664,2.2176
8.7063,2.7134
7.1949,-2.9179
3.4430,-2.4738
4.8617,2.9439
8.7362,2.5936
4.4731,2.1237
1.7936,0.9890
2.6893,-2.6733
1.6651,1.4154
2.0819,-0.3424
0.1916,0.7836
7.9905,-0.1642
8.9178,2.9597
7.4381,-2.4357
5.0823,2.8448
6.6752,-2.6747
7.2941,-2.5909
7.8966,-0.5386
1.9671,0.3162
0.3238,1.5527
2.7045,-2.6923
2.4224,-1.8612
7.8494,-0.7197
8.8492,2.9609
1.0655,3.0635
2.1383,-0.7641
7.3196,-2.6831
2.5808,-2.2568
6.2800,-1.2126
6.8451,-2.8040
3.9468,-0.2932
1.0708,3.0863
5.6962,1.3317
2.1389,-0.4315
9.8202,0.7691
0.3403,1.4758
0.5460,2.1710
4.4805,1.9554
4.7458,2.9886
9.9266,0.4526
5.6420,1.5631
0.3134,1.3810
3.4401,-2.2960
9.0395,3.1871
4.3106,1.4910
8.1212,0.5997
5.7933,1.1883
2.9958,-3.1548
8.7110,2.8588
6.8217,-2.8598
6.3272,-1.4216
5.8256,0.6886
7.2572,-2.8847
1.6705,1.4025
8.9373,2.9453
6.9788,-2.9737
3.9237,-0.2556
2.3826,-1.7937
6.6485,-2.5482
5.3021,2.7570
9.1827,3.0068
8.2630,1.1491
3.1164,-2.9372
5.2198,2.8004
7.5045,-2.2192
8.6252,2.4571
9.3493,2.5285
5.2797,2.8040
8.9674,3.0620
5.4724,2.1746
0.0158,0.1460
8.7743,2.4550
0.9545,3.0149
9.6203,1.4910
0.8536,3.0199
8.5340,2.0681
3.8799,-0.5393
7.6308,-1.6987
8.1656,0.7177
5.7022,1.4174
8.3248,1.5590
2.6530,-2.4727
4.6309,2.5707
6.1120,-0.4360
4.7290,2.8095
6.8639,-2.9556
0.7325,2.6776
4.3573,1.4515
9.9414,0.1381
2.8216,-2.8274
1.9869,0.0794
6.1054,-0.5109
3.5344,-1.7299
4.9640,2.9947
5.2625,2.6948
8.4484,1.9502
9.5618,1.9585
3.1633,-2.9244
8.7888,2.8861
9.8950,0.2671
9.3984,2.4054
9.1423,2.9204
0.5280,2.1918
5.9611,0.0878
8.3058,1.3953
5.1967,2.8163
6.4372,-1.9151
8.3825,1.7087
9.5700,1.9717
3.9570,-0.2772
8.1159,0.5946
5.0111,2.9051
8.8998,3.1611
5.3799,2.3640
4.7768,2.5925
6.4236,-1.7218
6.5051,-2.2850
0.8712,2.8966
4.5983,2.2761
8.2201,1.0121
8.1669,0.8530
4.9255,2.7719
7.9411,-0.0104
8.6126,2.5708
1.5275,2.1210
3.6714,-1.4749
9.7758,0.9495
7.0387,-2.9327
7.6929,-1.3616
7.9357,-0.3072
5.0481,3.0171
4.0528,0.1141
9.9936,0.0522
3.9767,-0.2985
5.0054,3.0465
9.8786,0.4986
2.7013,-2.5789
3.8582,-0.8087
6.3203,-1.5762
2.0237,-0.1418
6.0559,-0.0336
7.5657,-1.7786
7.7651,-1.0278
3.5525,-1.9388
8.6361,2.5957
5.7798,0.9134
5.2564,2.8188
4.1258,0.5662
3.6203,-1.6729
9.2590,2.6669
9.7826,1.0619
0.5282,2.2160
3.9508,-0.2625
3.4880,-2.1353
1.2200,2.8061
4.0156,0.1196
8.7239,2.6204
3.6501,-1.6541
4.6931,2.7105
3.8491,-0.5007
0.7979,2.9712
4.5035,2.2209
1.4398,2.2997
3.8862,-0.5375
2.6912,-2.7523
0.7455,2.8487
7.7009,-1.4156
1.3840,2.4106
7.0188,-3.1613
9.5441,1.9801
5.9903,-0.0182
1.4361,2.2993
7.5978,-1.8301
6.3335,-1.4180
6.1044,-0.4706
5.5237,2.0971
4.8351,2.7547
7.7589,-1.1233
9.2575,2.6030
6.1295,-0.6104
4.9398,2.9541
4.8746,2.8055
8.9131,3.0337
7.3373,-2.4993
9.1725,3.1040
8.2159,0.7607
4.9826,2.8731
9.1231,3.0044
6.5605,-2.3729
0.0992,0.2703
6.4563,-2.0142
7.1462,-2.9216
7.3289,-2.5267
8.0533,0.0921
7.2051,-2.9089
7.1911,-2.9261
8.0565,-0.0407
1.0710,3.2613
6.3767,-1.7716
7.0160,-2.8742
7.9400,-0.2813
5.7568,1.2576
6.3114,-1.5347
5.6830,1.4779
5.6843,1.5652
2.1806,-0.9534
5.2216,2.8206
2.9229,-2.8392
7.5105,-2.0433
1.0011,2.9690
9.2327,2.7364
2.5907,-2.3338
0.8769,3.0500
1.7031,1.2573
9.2382,2.8505
6.9640,-3.1114
4.5129,2.2739
1.0433,3.2312
0.3528,1.6224
3.5842,-1.8616
1.1461,3.0753
0.2163,1.1184
3.4707,-2.2028
5.7825,0.9257
8.8570,2.8268
8.8904,2.9017
9.0401,2.8379
7.2508,-2.7940
4.3746,1.6041
9.4468,2.1022
2.3665,-1.7090
1.6854,1.4097
9.2165,2.7066
6.4749,-2.1716
0.8997,2.9357
1.0948,2.9913
7.6253,-1.6490
3.4019,-2.3891
8.0423,0.1607
5.2363,2.8074
6.7206,-2.7264
4.8945,2.9420
4.6584,2.5415
0.2773,1.3353
5.3799,2.4952
3.8021,-0.9052
9.4613,2.3859
0.4804,2.1202
1.6636,1.5112
3.6214,-1.5905
0.5960,2.5094
3.2527,-2.7652
8.7944,2.7693
1.7376,1.1101
8.7892,2.8286
3.7318,-1.1055
8.0675,0.4593
3.7256,-1.4079
1.9644,0.2726
0.3748,1.8376
2.0240,-0.1221
4.1514,0.7669
2.0279,-0.1518
7.2675,-2.7139
9.0278,3.0338
7.4657,-2.2671
8.2790,1.3235
4.6177,2.3302
1.9765,0.0815
7.6770,-1.4533
2.2567,-1.1215
7.5385,-2.0813
7.6203,-1.6322
2.1626,-0.6884
5.7676,0.9282
8.6984,2.6953
1.2790,2.7963
5.5491,2.1710
0.6417,2.4981
7.0441,-3.1124
9.9298,0.4928
9.3828,2.5166
6.4359,-1.9241
7.4183,-2.5122
4.0025,-0.0737
1.6173,1.6805
0.2444,1.0491
8.0856,0.6255
2.0916,-0.3727
1.2252,2.6504
6.5088,-2.0716
9.2289,2.9673
2.0063,0.1358
4.5674,2.4032
1.1966,2.8652
0.8653,2.8829
7.0297,-3.1868
7.3127,-2.6032
2.0737,-0.3278
4.2911,1.2448
3.1765,-2.9501
2.5993,-2.4832
6.9586,-2.7139
2.7064,-2.6918
5.1980,2.7712
6.8328,-2.7975
2.9322,-3.0245
9.6385,1.5551
2.2998,-1.3425
3.7232,-1.3227
1.1200,2.8033
0.0052,0.0527
4.0109,0.1194
0.4457,1.8140
6.0088,-0.0385
9.1610,2.7299
4.9379,2.9537
1.2857,2.8121
2.6155,-2.5218
5.7588,1.2273
7.1863,-2.8401
2.8487,-2.9775
6.8688,-3.0038
1.3858,2.3298
0.5286,2.2845
5.1211,3.0281
4.0393,0.0733
1.7320,1.2046
1.4011,2.3352
4.5520,2.3074
2.1250,-0.6533
1.1019,2.9673
7.3119,-2.5584
9.8644,0.6482
5.1408,2.7370
5.7592,1.0689
5.3129,2.4623
0.8277,3.0117
7.0377,-2.9017
0.6278,2.5810
8.1414,0.5415
7.3356,-2.5680
0.1020,0.3855
7.8588,-0.6737
6.1780,-0.7950
7.4726,-2.1209
7.3695,-2.4633
1.0240,3.0116
8.4341,1.7271
2.7356,-2.6268
9.0763,2.9043
4.7998,2.8942
6.4554,-1.7526
8.5370,2.1955
7.7401,-1.3714
2.7257,-2.6937
4.6361,2.5412
4.9261,2.9642
1.8315,0.8346
1.1191,2.7840
5.6959,1.4067
8.9324,2.9358
4.4544,2.0058
1.9817,0.0889
8.7259,2.8537
4.3783,1.4026
